sort-ID,pez_ID,ID ,shelter-partner ,county,sex-status,sex,altered,female,male,age ,age-formulas,age-months,age-stages-formula,agestages,juvenile,adult,breed ,purebred,large-mix,med-mix,sm-mix,size-formula,size,wt,wt-kg,intake-date,sp-intake-date,long-fur,short-fur,furlength,ticks ,EDTA,4DX-run,lymeseropos,anaseropos,ehrseropos,rickifa,4DX-hw,sum-tbd,tbdpos,multtbd,lyme-CS,lyme-lame,lyme-abnormal-pcv ,lyme-abnormal-urine ,anaplasma-CS,anaplasma-abnormal-pcv ,anaplasma-abnormal-urine ,,ehrlichia-CS,ehlrichia-abnormal-pcv ,ehlrichia-abnormal-plt-count,E.canis_Doyle,E.ewingii_Doyle,E.chaff_Doyle,A.platys_daSilva,A.phag_Draz,B.burg_Barb,Rick_Stenos,R.rick_Kato,Sum_TBD-sero,One-TBD-sero,Multi-TBD-sero,PCR-TBD,SERO+PCR,TBD+HW,ACUTE-only
146,H146,A45585573,Ross,Ross,Male,Male,0,0,1,2 y,2,2,Puppy,Puppy,0,1,boxer mix,0,0,1,0,Medium,Medium,36,16.36,9/23/2020,7/24/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
148,H148,A45880748,Jackson,Jackson,Male,Male,0,0,1,2 y,2,24,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,103,46.82,10/13/2020,10/2/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,0,0,0,NA,0,0,NA,0
150,H150,A45880814,Jackson,Jackson,Male,Male,0,0,1,2 y,2,24,Adolescence,Adolescence,0,1,american pit bull mix,0,1,0,0,Large,Large,51,23.18,10/13/2020,10/2/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
162,H162,A45972170,Lawrence,Lawrence,Female,Female,0,1,0,2 y,2,24,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,48,21.82,10/26/2020,10/19/2020,0,1,short,Y,Y ,Y,0,0,0,0,0,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,NA,1,1,NA,0,0,NA,0
92,H92,A45313103,Scioto,Scioto,Male ,Male ,0,0,0,2 y ,2,24,Adolescence,Adolescence,0,1,Treeing walker coonhound,1,1,0,0,Large,Large,63,28.64,8/17/2020,7/29/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,2,1,1,0,0,0,0
143,H143,A45617924,Jackson,Jackson,Male,Male,0,0,1,2 y ,2,24,Adolescence,Adolescence,0,1,beagle mix,0,0,0,1,Small,Small,20.5,9.32,9/28/2020,9/22/2020,0,1,short,N,Y,Y,0,0,0,NA,0,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,0,0,0,NA,0,0,NA,0
6,H6,A43894698,Gallia,Gallia,Male,Male,0,0,1,2 yr,2,24,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,50,22.73,2/25/2020,2/19/2020,0,1,short,Y,Y,Y,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0
8,H8,A43986030,Lawrence,Lawrence,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,mixed breed medium,0,0,1,0,Medium,Medium,42.5,19.32,3/9/2020,3/3/2020,0,1,short,N,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
19,H19,A43936846,Lawrence,Lawrence,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,boxer,1,1,0,0,Large,Large,49.5,22.5,3/2/2020,2/28/2020,0,1,short,N,Y,Y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
26,H26,A44399483,Gallia,Gallia,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,mixed breed large,0,0,0,1,Small,Small,12,5.45,5/28/2020,5/26/2020,0,1,short,Y,N,Y,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0
34,H34,A45029601,Ross,Ross,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,beagle mix,0,0,1,0,Medium,Medium,28.5,12.95,7/8/2020,6/16/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,0
41,H41,A45044729,Jackson,Jackson,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,border collie mix,0,1,0,0,Large,Large,53,24.09,7/10/2020,6/29/2020,0,1,short,N,Y,Y,0,0,0,1,0,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,H42,A44983964,Gallia,Gallia,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,28.5,12.95,7/1/2020,7/1/2020,0,1,short,N,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0
45,H45,A44966914,Lawrence,Lawrence,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,"cur, mountain mix",0,0,1,0,Medium,Medium,28,12.73,6/29/2020,6/26/2020,0,1,short,Y,Y,Y,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,H52,A45020332,Scioto,Scioto,Male,Male,0,0,1,2 yr,2,24,Adolescence,Adolescence,0,1,mixed breed medium,0,0,1,0,Medium,Medium,27,12.27,7/7/2020,6/18/2020,0,1,short,Y,Y,Y,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0
64,H64,A45163295,Ross,Ross,Male ,Male ,0,0,0,2 yr,2,24,Adolescence,Adolescence,0,1,"setter, lab mix",0,0,1,0,Medium,Medium,41,18.64,7/27/2020,7/23/2020,1,0,Long,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
66,H66,A45163366,Ross,Ross,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,43.5,19.77,7/27/2020,7/15/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
71,H71,A45187503,Scioto,Scioto,Male,Male,0,0,1,2 yr,2,24,Adolescence,Adolescence,0,1,hound mix,0,0,1,0,Medium,Medium,42.5,19.32,7/30/2020,7/6/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
167,H167,A45979083,Jackson,Jackson,Male,Male,0,0,1,2 yr,2,24,Adolescence,Adolescence,0,1,beagle mix,0,0,1,0,Medium,Medium,24.3,11.05,10/27/2020,10/20/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
168,H168,A46000880,Jackson,Jackson,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,bulldog mix,0,1,0,0,Large,Large,61,27.73,10/30/2020,10/30/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
169,H169,A46025389,Ross,Ross,Male,Male,0,0,1,2 yr,2,24,Adolescence,Adolescence,0,1,mixed breed medium,0,0,1,0,Medium,Medium,32.5,14.77,11/3/2020,10/29/2020,0,1,short,Y,Y,Y,0,0,0,1,0,1,1,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
173,H173,A46063107,Jackson,Jackson,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,chihuahua,1,0,0,1,Small,Small,15.7,7.14,11/16/2020,11/7/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
176,H176,A46017629,Scioto,Scioto,Male,Male,0,0,1,2 yr,2,24,Adolescence,Adolescence,0,1,amer bulldog mix,0,1,0,0,Large,Large,63,28.64,11/2/2020,10/28/2020,0,1,short,N,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
196,H196,A46113836,Gallia,Gallia,Male,Male,0,0,1,2 yr,2,24,Adolescence,Adolescence,0,1,Lab retriever mix,0,1,0,0,Large,Large,63.5,28.86,11/17/2020,11/16/2020,0,1,short,Y,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
366,H366,A46370382,Ross,Ross,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,mixed breed medium,0,0,1,0,Medium,Medium,41.5,18.86,1/5/2021,12/29/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
382,H382,A46203715,Gallia,Gallia,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,pointer mix,0,1,0,0,Large,Large,46,20.91,1/11/2021,11/23/2020,0,1,short,N,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
383,H383,A46272385,Ross,Ross,Male,Male,0,0,1,2 yr,2,24,Adolescence,Adolescence,0,1,coonhound mix,0,1,0,0,Large,Large,50,22.73,12/15/2020,12/11/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
390,H390,A46272394,Ross,Ross,Female,Female,0,1,0,2 yr,2,24,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,51,23.18,12/15/2020,na,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
399,H399,A46272349,Ross,Ross,Male,Male,0,0,1,2 yr,2,24,Adolescence,Adolescence,0,1,labrador retriever,1,1,0,0,Large,Large,48,21.82,12/15/2020,12/10/2020,0,1,short,Y,Y,Y,1,1,1,0,0,3,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
404,H404,A46363813,Gallia,Gallia,Male,Male,0,0,1,2 yr,2,24,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,45.5,20.68,1/4/2021,1/4/2021,1,0,Long,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
408,H408,A46231415,Ross,Ross,Male,Male,0,0,1,2 yr,2,24,Adolescence,Adolescence,0,1,mixed breed large,0,0,1,0,Medium,Medium,40,18.18,12/8/2020,12/3/2020,NA,NA,NA,N,Y,Y,1,0,1,0,0,2,1,1,NA,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
411,H411,A46409976,Lawrence ,Lawrence, Female, Female,0,0,0,2 yr ,2,24,Adolescence,Adolescence,0,1,mixed breed large,0,1,0,0,Large,Large,46,20.91,1/12/2021,1/4/2021,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
75,H75,A45180106,Gallia,Gallia,Female,Female,0,1,0,2.5 yr,2.5,30,Adult,Adult,0,1,mixed breed medium,0,0,1,0,Medium,Medium,33.5,15.23,7/29/2020,7/29/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0
166,H166,A45979072,Jackson,Jackson,Female,Female,0,1,0,2.5 yr,2.5,30,Adult,Adult,0,1,doberman,1,1,0,0,Large,Large,65.5,29.77,10/27/2020,10/22/2020,0,1,short,N,Y,Y,0,0,0,1,0,1,1,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
29,H29,A44895667,Delaware,Delaware,Female,Female,0,1,0,3 m,0.3,0.3,Puppy,Puppy,1,0,great pyrenese mix,0,0,0,1,Small,Small,12,5.45,6/18/2020,NA,1,0,Long,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
35,H35,A44949457,Jackson,Jackson,Male,Male,0,0,1,3 m,0.3,3,Puppy,Puppy,0,1,retriver mix,0,0,1,0,Medium,Medium,28.5,12.95,6/26/2020,6/24/2020,0,1,short,N,Y,Y,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,H49,A44895653,Delaware,Delaware,Female,Female,0,1,0,3 m,0.3,0.3,Puppy,Puppy,1,0,great pyrenese mix,0,0,0,1,Small,Small,17.6,8,6/18/2020,NA,1,0,Long,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
90,H90,A45280691,Gallia,Gallia,Female,Female,0,1,0,3 m,0.3,3,Puppy,Puppy,0,1,Australian shepherd mix,0,0,0,1,Small,Small,6.3,2.86,8/12/2020,8/12/2020,NA,NA,NA,N,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,1,1,0,0,0,0,0
91,H91,A45280709,Gallia,Gallia,Male ,Male ,0,0,0,3 m,0.3,3,Puppy,Puppy,0,1,australian shepherd mix,0,0,0,1,Small,Small,6.2,2.82,8/12/2020,8/12/2020,NA,NA,NA,N,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,2,1,1,0,0,0,0
105,H105,A45280700,Gallia,Gallia,Female,Female,0,1,0,3 m,0.3,3,Puppy,Puppy,0,1,Australian shepherd,1,0,0,1,Small,Small,5.6,2.55,8/12/2020,8/12/2020,NA,NA,NA,Y,Y,Y,1,0,1,NA,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
113,H113,A45331072,Jackson,Jackson,Female,Female,0,1,0,3 m,0.3,3,Puppy,Puppy,0,1,great pyrenese mix,0,0,0,1,Small,Small,7.18,3.26,8/19/2020,8/18/2020,1,0,Long,Y,N,Y,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,0,0,0,0,NA,0,0,1,1,NA,0,0,NA,0
114,H114,A45331079,Jackson,Jackson,Female,Female,0,1,0,3 m,0.3,3,Puppy,Puppy,0,1,great pyrenese mix,0,0,0,1,Small,Small,7.8,3.55,8/19/2020,8/18/2020,1,0,Long,Y,N,Y,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
120,H120,A45366903,Scioto,Scioto,Female,Female,0,1,0,3 m,0.3,3,Puppy,Puppy,0,1,hound mix,0,0,0,1,Small,Small,7.4,3.36,8/24/2020,8/21/2020,0,1,short,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,NA,0,0,0,0,NA,0,0,2,1,1,0,0,0,0
121,H121,A45366879,Scioto,Scioto,Male,Male,0,0,1,3 m,0.3,3,Puppy,Puppy,0,1,hound mix,0,0,0,1,Small,Small,6.8,3.09,8/24/2020,8/21/2020,0,1,short,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,3,1,1,0,0,0,0
123,H123,A45331089,Jackson,Jackson,Female,Female,0,1,0,3 m,0.3,0.3,Puppy,Puppy,1,0,mixed breed medium,0,0,0,1,Small,Small,7.6,3.45,8/19/2020,8/18/2020,NA,NA,NA,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
136,H136,A45331050,Jackson,Jackson,Male,Male,0,0,1,3 m,0.3,3,Puppy,Puppy,0,1,great pyrenese mix,0,0,0,1,Small,Small,9.3,4.23,8/19/2020,8/18/2020,NA,NA,NA,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0
425,H425,A46363961,Gallia,Gallia,Male ,Male ,0,0,0,3 m ,0.3,3,Puppy,Puppy,0,1,Lab retriever mix,0,0,0,1,Small,Small,15.6,7.09,1/4/2021,12/26/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,2,1,1,0,0,0,0
431,H431,A46363968,Gallia,Gallia,Male ,Male ,0,0,0,3 m ,0.3,3,Puppy,Puppy,0,1,Lab retriever mix,0,0,0,1,Small,Small,14.9,6.77,1/4/2021,12/26/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
367,H367,A46264212,Ross,Ross,Female,Female,0,1,0,3 mo,0.3,0.3,Puppy,Puppy,1,0,mixed breed medium,0,0,0,1,Small,Small,13.42,6.1,12/14/2020,na,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
401,H401,A46363912,Gallia,Gallia,Male ,Male ,0,0,0,3 mo,0.3,3,Puppy,Puppy,0,1,Lab retriever mix,0,0,0,1,Small,Small,14.3,6.5,1/4/2021,1/4/2021,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
381,H381,A46231453,Ross,Ross,Male,Male,0,0,1,3 months,0.3,0.3,Puppy,Puppy,1,0,american pit bull mix,0,0,0,1,Small,Small,16,7.27,12/8/2020,11/12/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,,,,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
410,H410,A46231450,Ross,Ross,Male,Male,0,0,1,3 months,0.3,0.3,Puppy,Puppy,1,0,american pit bull mix,0,0,0,1,Small,Small,16,7.27,12/8/2020,11/12/2020,NA,NA,NA,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
415,H415,A46363898,Gallia,Gallia,Male ,Male ,0,0,0,3 months,0.3,3,Puppy,Puppy,0,1,Lab retriever mix,0,0,0,1,Small,Small,18.1,8.23,1/4/2021,1/4/2021,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
416,H416,A46363994,Gallia ,Gallia,Female ,Female ,0,0,0,3 months,0.3,3,Puppy,Puppy,0,1,Lab retriever mix,0,0,0,1,Small,Small,15.7,7.14,1/4/2021,12/26/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
423,H423,A46363929,Gallia,Gallia,Female ,Female ,0,0,0,3 months,0.3,3,Puppy,Puppy,0,1,Lab retriever mix,0,0,0,1,Small,Small,9.1,4.14,1/4/2021,1/4/2021,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,1,1,0,0,0,0,0
427,H427,A46363878,Gallia,Gallia,Female ,Female ,0,0,0,3 months,0.3,3,Puppy,Puppy,0,1,Lab retriever mix,0,0,0,1,Small,Small,18.3,8.32,1/4/2021,1/4/2021,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
428,H428,A46363979,Gallia,Gallia,Female ,Female ,0,0,0,3 months,0.3,3,Puppy,Puppy,0,1,Lab retriever mix,0,0,0,1,Small,Small,13,5.91,1/4/2021,12/26/2020,0,1,short,N,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0
110,H110,A45331026,Jackson,Jackson,Female,Female,0,1,0,3 y,3,3,Puppy,Puppy,0,1,american cocker spaniel,1,0,0,1,Small,Small,18.9,8.59,8/19/2020,8/15/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
118,H118,A45366575,Scioto,Scioto,Male,Male,0,0,1,3 y,3,36,Adult,Adult,0,1,hound retriever mix,0,1,0,0,Large,Large,77,35,8/24/2020,8/17/2020,0,1,short,N,Y,Y,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,1,1,0,0,0,0,0
119,H119,A45366520,Scioto,Scioto,Male,Male,0,0,1,3 y,3,36,Adult,Adult,0,1,labrador retriever,1,0,1,0,Medium,Medium,40,18.18,8/24/2020,8/12/2020,0,1,short,N,Y,Y,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
126,H126,A45326237,Lawrence,Lawrence,Male,Male,0,0,1,3 y,3,3,Puppy,Puppy,0,1,beagle mix,0,0,1,0,Medium,Medium,43.5,19.77,8/18/2020,8/12/2020,0,1,short,N,Y,N,NA,NA,NA,0,NA,0,0,0,,,,,,,,,0,0,0,NA,1,0,0,0,NA,0,0,2,1,1,1,1,1,0
